State,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CO2,"1,826.0","1,823.0","1,835.6","1,911.1","1,935.2","1,950.9","2,023.9","2,091.7","2,182.5","2,194.9","2,300.9","2,263.4","2,276.2","2,308.0","2,339.4","2,404.9","2,347.3","2,414.3","2,361.8","2,147.3","2,260.1","2,159.2","2,023.9","2,039.5","2,039.5","1,902.1","1,810.9","1,733.0","1,754.3",1770,1580
